Date Created,Number of Likes,Source of Tweet,Tweets
2021-10-28 04:50:02+00:00,129,Twitter for iPad,"Es brannten Einrichtungsgegenstände in einem Clubraum und mehrere Kellerverschläge. Das Feuer wurde mit 3 C-Rohren und unter Einsatz von 7 Atemschutztrupps gelöscht. 
Eine Person wurde rettungsdienstlich betreut. Die Einsatzstelle wird noch einmal nachgesehen. #WirRettenBerlin https://t.co/7cvj1B2QzH"
2021-10-28 02:58:52+00:00,154,Twitter for iPad,"#Brand in #Staaken in der #Obstalle
Aktuell brennt es in einem Wohnhochhaus im Keller. Es werden mehrere Brandstellen vermutet. Wir sind mit 65 Einsatzkräften vor Ort. Die Brandbekämpfung wurde eingeleitet. Update folgt…"
2021-10-26 23:55:55+00:00,139,Twitter for iPhone,"Verkehrsunfall zw. 2 PKW im Kreuzungsbereich. 3 Insassen waren eingeklemmt. Diese wurden durch uns mit hydraulischen Rettungsmitteln befreit. Insgesamt 6 Verletzte, davon 2 schwer. Alle kamen in Kliniken. Im Einsatz ca. 40 Kräfte, darunter auch LNA und unsere Lehrfeuerwache. https://t.co/bwI2llfaP7"
2021-10-26 05:03:40+00:00,16,Swat.io,"@anachfrage Hi Alex!

Wir nehmen ihre Beschwerde natürlich ernst, bitte wenden sie sich mit ihrem Anliegen an die ZENTRALE BESCHWERDESTELLE der Berliner Feuerwehr. Die Adresse finden sie unter folgendem Link:

https://t.co/MP8fFGVQpi

Mit freundlichen Grüßen!

Stab Kommunikation"
2021-10-24 06:20:06+00:00,173,Twitter for iPad,"#Verkehrsunfall in #Kladow
Ein Pkw ist auf dem #Ritterfelddamm von der Straße abgekommen und kam erst auf einem Gartengrundstück zum Stehen. Eine Person wurde verletzt in eine Klinik gebracht. Die #Rüstgruppe der @Berliner_Fw hat den Pkw geborgen. 18 Kräfte waren 2 h im Einsatz. https://t.co/gPy2vhp3dw"
2021-10-24 00:10:15+00:00,294,Twitter for iPad,"Auf der #Landsberger_Allee in #Lichtenberg kam es zu einem #Verkehrsunfall zwischen PKW und #Tram. Der PKW wurde schwer beschädigt, die Tram entgleiste. 4 Personen wurden lebensgefährlich und 1 Person leicht verletzt. 54 Einsatzkräfte und 20 Fahrzeuge sind im Einsatz. https://t.co/TLTn00gVOm"
2021-10-23 22:42:24+00:00,128,Twitter for iPad,"#Brand in #Plänterwald in der #Galileistraße 
Wegen #Verrauchung rettete die @Berliner_Fw 2 Personen mit #Brandfluchthaube. Mehrere Kellerverschläge wurden unter dem Einsatz von 10 #PA und 2 C-Rohren gelöscht. 32 Kräfte waren 3 Stunden im Einsatz #EstuK https://t.co/S5TOsSqpuu"
2021-10-23 18:32:29+00:00,143,Twitter for iPad,"#Brand in #Wittenau
In der #Rue_Racine brannte ein Zimmer im 1. OG eines leerstehenden 2-gesch. Verwaltungsgebäudes. 32 Kräfte der @Berliner_Fw waren 3 Stunden zur Brandbekämpfung, Kontrolle und Belüftung im Einsatz, der jetzt beendet ist. #EstuK #WirRettenBerlin https://t.co/1cfvu8TLxk"
2021-10-22 12:34:51+00:00,79,Twitter Web App,Ihr seid spitze! Innerhalb der letzten 7 Tage gab es insgesamt fast 250 Neuanmeldungen für #KATRETTER in #Berlin. So geht #gemeinsamLebenretten! Danke an alle Ersthelferinnen und Ersthelfer.
2021-10-21 17:30:03+00:00,86,Twitter Web App,"Der ""Ausnahmezustand Wetter"" ist beendet. Insgesamt haben wir neben dem Alltagsgeschäft heute bislang zusätzlich 372 wetterbedingte Einsätze abgearbeitet. Ein großes Danke an all unsere Einsatzkräfte.

Eine Bilanz von heute gibt es unter: https://t.co/PBuJya4iOZ

#WirRettenBerlin"
2021-10-21 14:10:36+00:00,157,Twitter Web App,"""Ausnahmezustand Wetter"" dauert an. Von 8 bis 16 Uhr 339 wetterbedingte Einsätze erfolgreich bewältigt. Großteil waren herabgestürzte Äste, umgestürzte Bäume oder lose Bauteile. Eine Frau wurde in #Prenzlauer_Berg leicht verletzt, als sie von einem fallenden Ast getroffen wurde."
2021-10-21 11:51:28+00:00,98,Twitter for iPad,"Unsere #Rüstgrüppe hat in Zusammenarbeit mit der #Höhenrettung die Bäume erfolgreich beseitigt. Technisch aufwändiger Einsatz nach 4 Stunden beendet. Niemand verletzt.

#WirRettenBerlin #Ignatz https://t.co/AL7BtmuDYs"
2021-10-21 11:09:42+00:00,147,Twitter for iPad,"Am Vormittag Einsatz der #Höhenrettung am #Columbiadamm in #Tempelhof. Lose Dachteile mussten entfernt werden. Der #Columbiadamm war für die Dauer des Einsatzes Richtung #Tempelhof gesperrt. Jetzt #EstuK

#WirRettenBerlin #Ignatz https://t.co/QK3zmUpSj1"
2021-10-21 10:20:19+00:00,127,Twitter for iPad,"Zwischen 8 und 12 Uhr sind wir zu 164 wetterbedingten Einsätzen ausgerückt.
Das Tagesgeschäft läuft natürlich auch weiter, so dass wir derzeit über 250 Einsatzstellen gleichzeitig in der gesamten Stadt haben.

#WirRettenBerlin
#Ignatz"
2021-10-21 08:54:41+00:00,183,Twitter for iPad,#Technische_Hilfeleistung in der #Trelleborger_Straße in #Pankow. Dort sind zwei große Bäume gegen eine Hauswand gestürzt. Unsere Rüstgruppe wurde nachalarmiert. Update folgt.
2021-10-21 08:16:15+00:00,202,Twitter for Android,"Wir haben ab sofort den wetterbedingten #Ausnahmezustand ausgerufen.
Einsätze werden nun in unserer Leitstelle priorisiert und Kräfte der #Freiwilligen_Feuerwehr werden in Dienst gerufen.
⚠️Seid vorsichtig, wenn Ihr das Haus verlasst⚠️
https://t.co/Io3NK3yT2L https://t.co/EycDZNuhFY"
2021-10-21 06:54:41+00:00,287,Twitter for iPhone,"#Technische_Hilfeleistung in #Zehlendorf. Vereinzelt werden wir schon zu umgestürzten Bäumen und losen Bauteilen im Stadtgebiet gerufen.
Unser #Lagedienst steht in engem Austausch mit dem @DWD_Presse und bereitet Maßnahmen vor.
Geben Sie auf sich acht ⚠️
https://t.co/Io3NK3yT2L https://t.co/mSWVJoYX4h"
2021-10-18 21:25:23+00:00,128,Twitter for iPhone,Rüstwagen und Feuerwehrkran haben Lkw mit Seilwinden ans Ufer gezogen. Anschließend Lkw samt Container ans Festland manövriert. Bergung war aufgrund der Umstände sehr herausfordernd und zeitintensiv. Fahrzeug nach rund 9 Stunden an Land. https://t.co/TjARYv85Cr
2021-10-18 21:25:20+00:00,125,Twitter for iPhone,Ein nicht alltäglicher Einsatz geht zu Ende. Mit großem technischen Aufwand und durch sehr gute Zusammenarbeit zwischen unseren Tauchern und der Rüstgruppe konnte die anspruchsvolle Bergung vor wenigen Minuten erfolgreich beendet werden. https://t.co/9V8lxO9LoQ
2021-10-18 14:52:08+00:00,87,Twitter for iPhone,"Einsatz dauert an. Ein nichtbeladener Lkw ist von einer Fähre, die zwischen der Insel Scharfenberg und dem Festland pendelt, heruntergerollt. Derzeit führen unsere Taucher gemeinsam mit der Rüstgruppe die Bergung durch. Die FF Tegelort ist mit ihrem Mehrzweckboot im Einsatz. https://t.co/gfkAURgc6L"
2021-10-18 13:26:11+00:00,199,Twitter for Android,"#Technische_Hilfeleistung in #Tegel
An der Zufahrt zur Insel #Scharfenberg ist ein Lkw in den #Tegeler_See gerollt. Wir sind mit 45 Kräften im Einsatz und unser #Technischer_Dienst bereitet aktuell die Bergung des Lkw vor.
Personen sind nicht in Gefahr.
Update folgt..."
2021-10-17 09:48:27+00:00,105,Twitter for iPhone,"#EstuK
Wir waren mit insgesamt 44 Einsatzkräften vor Ort tätig. Nun folgt noch das Zusammenräumen und Reinigen der eingesetzten Gerätschaften, sowie die Herstellung der Einsatzbereitschaft von Fahrzeug, Mannschaft und Gerät. Unterstützt hat auch die #FF und das LHF der #LFW. https://t.co/zVYgAiIK6t"
2021-10-17 08:14:59+00:00,151,Twitter for iPhone,"#Update
Es brannte eine unbewohnte ca 80 qm große Laube in ganzer Ausdehnung. Wasserversorgung über 260 m. Wir konnten ein Übergreifen der Flammen auf benachbarte Gebäude verhindern. Personen kamen nicht zu Schaden. Nachlösch- und Aufräumarbeiten dauern noch etwa eine Stunde an. https://t.co/eLcZr3z4gV"
2021-10-17 06:53:27+00:00,159,Twitter for iPhone,"#Brand in #Haselhorst
Es brennt eine Gartenlaube in einer Kleingartenanlage im #Lagerweg. Die ersteintreffenden Einsatzkräfte haben die Brandbekämpfung eingeleitet und die Alarmstufe erhöht.
Update folgt…"
2021-10-16 06:00:09+00:00,272,Facelift-Cloud,"Heute ist #TagderWiederbelebung.
In #Berlin ist die App #KATRETTER seit 1 Jahr im Einsatz. Über 600 Menschen wurden seitdem bereits von unseren über 7.000 registrierten Ersthelfenden reanimiert.
Registriere auch du dich, um Leben zu retten!
#Restartaheart
https://t.co/R29vjPBQfW https://t.co/lMTepgjI6g"
2021-10-12 09:09:23+00:00,235,Twitter for iPhone,#Brand in der #Lehderstraße in #Weißensee. Es brannte eine Tischlerei auf ca. 400qm in ganzer Ausdehnung. Wir waren mit 80 Einsatzkräften vor Ort und haben den Brand mit 5C-Rohren und 40 Pressluftatmern gelöscht. Niemand verletzt. #EstuK https://t.co/NlHeFJcTrN
2021-10-10 12:51:28+00:00,146,Twitter for iPhone,#Brandbekämpfung abgeschlossen. Es brannten Einrichtungsgegenstände im 10.OG eines 12-geschossigen Wohngebäudes mit Pflegeeinrichtung. Eine Person in Sicherheit gebracht. Niemand verletzt. 105 Einsatzkräfte waren vor Ort im Einsatz. #EstuK https://t.co/dyBkX58lKz
2021-10-10 11:23:35+00:00,230,Twitter for iPhone,"#Brand in #Kreuzberg 
Es brennt in einem Seniorenwohnhaus am #Mehringplatz. Mehrere Personen sollen sich noch im Gebäude befinden. Wir sind mit 66 Kräften auf der Anfahrt. Update folgt."
2021-10-08 05:14:53+00:00,115,Twitter for iPhone,Update: #Brand in einem ebenerdigen Keller eines 9-geschossigen Wohngebäudes. Zwei Personen durch unsere Einsatzkräfte in Sicherheit gebracht. Niemand verletzt. #Brand mit einem C-Rohr und 20 Pressluftatmern gelöscht. Nachlöscharbeiten laufen derzeit… https://t.co/wknx1yEthP
2021-10-08 04:13:03+00:00,138,Twitter for iPhone,#Brand im #Blasewitzer_Ring in #Wilhelmstadt. Wir sind mit 56 Einsatzkräften vor Ort. #Brandbekämpfung läuft. Update folgt…
2021-10-07 13:21:37+00:00,163,Twitter for iPhone,#Notfallrettung in #Johannisthal. Ein mit 28 Personen besetzter Bus musste auf dem #Sterndamm eine Gefahrenbremsung durchführen. Alle Insassen wurden vom #Rettungsdienst gesichtet. Zwei Kinder wurden zur weiteren Behandlung in ein Krankenhaus transportiert. #EstuK #MANV https://t.co/TAM9jzu16L
2021-10-02 17:36:10+00:00,135,Twitter for iPhone,#Brand in einem Hotel in der #Ludwig_Beck_Straße in #Tiergarten. Brand vor Ankunft der Feuerwehr gelöscht. 7 Personen wurden vom Rettungsdienst gesichtet - alle Personen unverletzt. #EstuK
2021-10-02 07:07:35+00:00,164,Twitter for iPhone,#Brand einer Brückenkonstruktion in der #Dänenstraße in #Prenzlauer_Berg. Brand ist gelöscht. Aufgrund der Brandschäden an der Stromversorgung besteht aktuell im Bereich #Gleimviertel und #Helmholtzkiez für vereinzelte Haushalte Stromausfall. Schadensbehebung läuft derzeit.
2021-10-01 21:09:53+00:00,75,Twitter for iPhone,Die #Nachlöscharbeiten sind weitestgehend abgeschlossen. Wir sind nur noch mit wenigen Kräften vor Ort. #EstuK
2021-10-01 16:30:48+00:00,117,Twitter for iPhone,Update: Keine verletzten Personen. Es brannte eine Tischlerei in ganzer Ausdehnung auf ca. 300qm. Wir sind mit 87 Einsatzkräften vor Ort und löschen mit 22 Pressluftatmern aus 6 C-Rohren. Die #Brandbekämpfung dauert an… https://t.co/bBcoXZNHuJ
2021-10-01 14:46:38+00:00,173,Twitter for iPhone,"#Brand in #Mariendorf
Wir sind aktuell in der Fritz-Werner-Straße im Einsatz. Dort brennt eine Tischlerei. Derzeit rund 70 Einsatzkräfte vor Ort bzw. auf Anfahrt. Update folgt."
2021-09-29 19:15:44+00:00,117,Twitter Web App,"Herzlichen Glückwunsch!
#Ehrenamt
@ASBinBerlin 
@DLRG_Berlin 
@drk_berlin 
@JUHBerlin 
@malteserberlin 
@THWLeitung 
#Freiwillige_Feuerwehr
#Ehrenamt
#WirRettenBerlin_gemeinsam"
2021-09-29 13:17:55+00:00,136,Twitter Web App,"Der AZ Wetter ist beendet.
Es wurde niemand verletzt. 
52 wetterbedingte Einsätze sind nahezu alle abgearbeitet. 
5 #Freiwillige_Feuerwehren haben unterstützt.
Danke für Ihr Verständnis, dass wir zu kleineren Wasserschäden nicht sofort ausrücken konnten."
2021-09-29 10:36:17+00:00,201,Twitter Web App,So sieht es beispielsweise am Sachsendamm aus. Unser #LHF der Feuerwache Buckow ist vor Ort. https://t.co/4ZTmoH5rgJ
2021-09-29 09:50:07+00:00,228,Twitter Web App,"#Technische_Hilfeleistungen 
Durch den Starkregen sind wir zurzeit stark gefordert. Unser Lagedienst alarmiert nun einige #Freiwillige_Feuerwehren zur Unterstützung und hat den Ausnahmezustand Wetter ausgerufen.
https://t.co/Io3NK3yT2L"
2021-09-26 10:23:17+00:00,16,Twitter for iPad,"@berlinmarathon
Gemeinsam mit @juhberlin sind wir auch heute an der Strecke im Einsatz. Unsere mobilen Defitrupps sind im Falle eines Kreislaufstillstandes schnell vor Ort. #KATRETTER https://t.co/jxwKytLdPX"
2021-09-26 04:32:03+00:00,155,Twitter for iPad,"#VU in #Friedenau
Ein PKW prallte auf der A100 gegen eine Schilderbrücke. Eine Person wurde eingeklemmt und durch den Technischen Dienst aus dem PKW gerettet. Die Person musste notärztlich versorgt und in ein Krkhs. gebracht werden. Wir waren mit 22 Einsatzkräften vor Ort.#EstuK https://t.co/e3wpAa6fDs"
2021-09-26 02:51:06+00:00,232,Twitter for iPad,"#VU in #Charlottenburg
Ein PKW kam von der A100 ab und stürzte ca. 10 m tief in die Bahnanlagen der S-Bahn. Eine Person wurde durch die Feuerwehr aus dem PKW gerettet. 2 VP wurden mit Notarzt und unter Einsatz eines ITH ins Krkhs. gebracht. Wir waren mit 57 Einsatzkräften vor Ort https://t.co/1eIlYUW05o"
2021-09-23 22:00:21+00:00,133,Twitter for iPhone,"Update: Es brannte im Treppenhaus mit starker Rauchausbreitung in alle Etagen. Durch uns wurden 13 Personen über Drehleitern u. 1 Person mittels Fluchthaube aus den Wohnungen gerettet. 4 Personen wurden verletzt, davon kamen 2 in Klinik. 74 Einsatzkräfte waren vor Ort. #EstuK https://t.co/WQ0HfYsd5D"
2021-09-23 20:44:08+00:00,152,Twitter for iPhone,"#Brand in #Spandau
Es brennt in einem Wohngebäude in der Neuendorfer Straße. Brandbekämpfung und Menschenrettung eingeleitet. 
Update folgt."
2021-09-22 12:27:47+00:00,6,Twitter Web App,@frw9112 @BERLINER_KURIER @morgenpost @berlinerzeitung Die Aufnahmen sind uns bekannt. Wir haben daraufhin Strafanzeige bei der Polizei erstattet sowie interne Untersuchungen eingeleitet.
2021-09-22 12:24:15+00:00,6,Twitter Web App,@Rainbow1Dashie @watch_union @ukbberlin Die Aufnahmen sind uns bekannt. Wir haben daraufhin Strafanzeige bei der Polizei erstattet sowie interne Untersuchungen eingeleitet.
2021-09-22 12:23:22+00:00,11,Twitter Web App,@Teddy5012 @BerlinZeitung Die Aufnahmen sind uns bekannt. Wir haben daraufhin Strafanzeige bei der Polizei erstattet sowie interne Untersuchungen eingeleitet.
2021-09-22 12:22:34+00:00,2,Twitter Web App,@k3vk4 @SalivaGlance Die Aufnahmen sind uns bekannt. Wir haben daraufhin Strafanzeige bei der Polizei erstattet sowie interne Untersuchungen eingeleitet.
2021-09-21 17:42:08+00:00,202,Twitter for iPhone,#Brand in einer Arztpraxis in der #Mehrower_Allee in #Marzahn. Wir waren mit 62 Einsatzkräften vor Ort und haben den Brand mit 3 C-Rohren gelöscht. Eine Person wurde vom Rettungsdienst gesichtet. Unterstützung hatten wir von der #Freiwilligen_Feuerwehr. #EstuK #Goodjob https://t.co/Eid40v3nIc
2021-09-19 03:34:50+00:00,166,Twitter for iPad,"#Rettungsdiensteinsatz in #Westend
Zu einem tragischen Unfall wurden Rettungskräfte der @Berliner_Fw in die #Passenheimer_Straße alarmiert. Eine Person überstieg ein Geländer, erkannte die Gefahr nicht, stürzte auf einen Abhang am Bahngleis. Reanimationsmaßnahmen waren erfolglos. https://t.co/Jnpfe39N7T"
2021-09-18 04:19:54+00:00,119,Twitter for iPhone,"#Update
Es brannte eine ca. 300 qm große Kfz-Werkstatt. Wir löschten den Brand und konnten ein Übergreifen auf andere Gebäude verhindern. Es waren 75 Einsatzkräfte tätig. Bei dem Einsatz kamen keine Personen zu Schaden. Die #Ollenhauerstraße ist wieder frei @VIZ_Berlin.
#EstuK https://t.co/Kx7oqBn2iH"
2021-09-17 14:22:00+00:00,91,Twitter for iPhone,"#Update
Spezialkräfte des #Technischen_Dienstes der @Berliner_Fw haben den Transporter geborgen. Im Einsatz waren unter anderem der #Feuerwehrkran unserer #Rüstgruppe, die #FeuerwehrTaucher und ein #Mehrzweckboot der #FF.
@VIZ_Berlin: Die Straßensperrung ist aufgehoben.
#Estuk https://t.co/u2yvsoAjBu"
2021-09-17 13:25:35+00:00,164,Twitter for iPhone,"Pkw im Wasser in #Siemensstadt
Ein Kleintransporter kam von der Fahrbahn ab und stürzte Höhe #Tegeler_Brücke in den Hohenzollernkanal. 2 verletzte Personen kamen ins Krankenhaus. Wir sind mit ca 40 Einsatzkräften vor Ort tätig und bergen nun das Fahrzeug.
Update folgt… https://t.co/DlLVFaLYrW"
2021-09-17 11:55:33+00:00,98,Twitter for iPhone,"Es brannte eine Wohnung im 1.OG im Hinterhaus eines 5-geschossigen Wohngebäudes. Es gab 4 verletzte Personen mit Rauchgasvergiftung, wovon 3 ins Krankenhaus mussten. Alle Personen konnten sich selbstständig in Sicherheit bringen. Wir waren mit 91 Einsatzkräften tätig.
#Estuk https://t.co/pEE3vH3lPw"
2021-09-17 10:52:19+00:00,162,Twitter for iPhone,"#Wohnungsbrand in der #Perleberger_Straße in #Moabit. Brand ist bestätigt. Es gibt mehrere verletzte Personen. Wir sind mit über 80 Einsatzkräften vor Ort oder auf der Anfahrt. 
Update folgt…"
2021-09-13 16:10:40+00:00,98,Twitter for iPhone,"#Technische_Hilfeleistung #Am_Vorwerk in #Buch. Ein LKW stürzte eine Böschung hinab und kippte dabei auf die Seite. Eine Person wurde vom Rettungsdienst gesichtet, musste aber nicht weiter behandelt werden. Unsere Rüstgruppe richtete den LKW wieder auf. #EstuK https://t.co/6J3IrUromv"
2021-09-13 16:09:03+00:00,88,Twitter for iPhone,#Technische_Hilfeleistung #Am_Juliusturm in #Haselhorst. Die Zufahrt eines Privatgeländes wurde unterspült. LKW sackte ein. Niemand verletzt. LKW wurde gesichert. Betriebsstoffe wurden abgepumpt. Mit unserem Rüstwagen konnte der LKW aus dem Gefahrenbereich gezogen werden. #EstuK https://t.co/rBfNJCCwxk
2021-09-13 16:04:24+00:00,138,Twitter for iPhone,Arbeitsreicher Tag für unsere #Rüstgruppen. Zeitgleich mussten zwei LKW-Unfälle abgearbeitet werden. Niemand wurde verletzt. #Goodjob
2021-09-12 14:45:13+00:00,106,Twitter for iPhone,Update II: #Freiwillige_Feuerwehr ebenfalls im Einsatz. Zudem wurden durch die FF vorübergehend Wachen im Stadtgebiet besetzt. Unsere Einsatzdrohne fertigte Übersichtsaufnahmen inkl. Wärmebildkamera von der Halle. Niemand verletzt. Nachlöscharbeiten dauern noch an. #EstuK https://t.co/YDIQBq0QAO
2021-09-12 14:41:57+00:00,99,Twitter for iPhone,"Update I: Sperrmüll, Dämmmaterial &amp; Reifen brannten auf einer Fläche von ca. 300 qm in einer im Abriss befindlichen 12.000 qm großen Lagerhalle. Sehr personalintensive Löscharbeiten. Rauchwolke war zu Beginn weit sichtbar. Luft-Kontrollmessungen des #GW_Mess ohne Ergebnis. https://t.co/9QHlo8e1st"
2021-09-12 11:56:38+00:00,192,Twitter for iPhone,"#Brand in #Marzahn
In der #Marzahner_Chaussee brennt es in einer Lagerhalle. Die ersteintreffenden Kräfte habe umgehend nachalarmiert. 
Update folgt."
2021-09-12 09:00:35+00:00,242,Twitter for iPad,"#Tierrettung in #Neukölln
Es gibt ihn wirklich: den Klassiker „Katze auf Baum“. Am Vormittag sorgten sich Anwohnende der #Emser_Straße um das miauende Tier. Als unsere Kollegen von KLEF und DLK dann zu nah kamen, hat die #Katze selbstständig und wohlbehalten Reißaus genommen. https://t.co/94UDLxlgAw"
2021-09-11 20:15:41+00:00,170,Twitter Web App,Am Abend brannte in der #Vinetastraße in #Pankow  eine Wohnung in voller Ausdehnung. 1 schwerverletzte Person wurde gerettet und in eine Klinik transportiert. Feuer ist gelöscht. Nach umfangreicher Kontrolle und Belüftung nun #EstuK. 40 Kräfte waren ca. 2 Std. im Einsatz.
2021-09-11 12:11:46+00:00,62,Twitter for iPad,"Auch Landesbranddirektor Dr. Homrighausen sprach Worte des Gedenkens. Im Anschluss an den Gottesdienst wurden am Mahnmal „Goldener Riss“ Gedenkkränze für die Opfer der Anschläge niedergelegt.

Mehr unter: https://t.co/2tm8apzA8t

#911Memorial #11september https://t.co/ajKw9y2DGL"
2021-09-11 08:16:20+00:00,493,Twitter for iPhone,"Zum 20. Jahrestag der Terroranschläge vom 11. September gedenken wir heute um 11 Uhr in der @KWGBerlin gemeinsam allen Opfern. Unter ihnen waren auch 343 Feuerwehrangehörige.
#911Memorial https://t.co/qxnDlcwN1Y"
2021-09-10 21:45:25+00:00,84,Twitter for iPad,Update II: #EstuK. Alle Anwohnenden können zurück in ihre Wohnungen. Einsatzstelle wurde von uns an @polizeiberlin übergeben. https://t.co/83pbdNWT9V
2021-09-10 20:26:47+00:00,114,Twitter for iPhone,"Update: Im Erdgeschoss eines 8-geschossigen Wohngebäudes kam es vermutlich zu einer Verpuffung ohne Folgebrand. 2 Personen wurden verletzt, 1 davon schwer. Der betroffene Hauseingang wurde geräumt. Zur Betreuung der Bewohnenden steht aktuell unser MTF zur Verfügung. https://t.co/H3ZEQOa0af"
2021-09-10 18:26:48+00:00,191,Twitter for iPhone,"#Brand in #Gropiusstadt. 
Derzeit sind wir mit ca. 80 Einsatzkräften in der Fritz-Erler-Allee im Einsatz. Dort soll es eine Verpuffung in einer Wohnung gegeben haben. Es gibt Verletzte. 
Update folgt."
2021-09-10 18:00:12+00:00,151,Facelift-Cloud,"Wann hattet ihr euren letzten #Erste_Hilfe-Kurs?
Eine gute Frage für den morgigen internationalen #Tag_der_ersten_Hilfe, denn viele Menschen verdanken gerade Ersthelfenden ihre #Gesundheit oder ihr Leben.
Seid fit, euren Mitmenschen in Notsituationen helfen zu können! https://t.co/Rs4ramhNgI"
2021-09-08 08:35:26+00:00,133,Twitter for iPad,"#Brand in #Halensee
Es brannte im 3. OG eines Wohngebäudes in der #Markgraf_Albrecht_Str Eine  Person wurde gerettet und in die Klinik gebracht. Wir waren mit 28 Kräften im Einsatz. Das Feuer konnte mit 1 C-Rohr mit DLS gelöscht werden. Die Lehrfeuerwache unterstützte. #Estuk https://t.co/PYUZmOZFts"
2021-09-07 14:35:20+00:00,133,Twitter for iPad,"#Verkehrsunfall #Afrikanische_Straße in #Wedding
Zwei Pkw kollidierten auf einer Kreuzung. Dabei hat sich ein PKW überschlagen. Zwei Personen wurden verletzt, kamen nach Versorgung durch einen #Notarzt in eine Klinik.
Der #Technische_Dienst beseitigte die Verkehrshindernisse. https://t.co/PIU3fK3av5"
2021-09-07 04:08:26+00:00,138,Twitter for iPad,"#Brand in #Friedrichshain
Es brannte ein Kellerraum im obersten Geschoss eines 12-gesch. Hochhauses in der #Singerstraße mit starker Rauchausbreitung auf mehrere Geschosse. Belüftung war sehr schwierig. 2,5h waren 34 Kräfte der @Berliner_Fw mit 12 Atemschutzgeräten im Einsatz."
2021-09-07 02:52:49+00:00,114,Twitter for iPad,"#Brand in #Wilhelmstadt
Es brannten Balkon und Wohnzimmer im 5. OG eines 9-gesch. Hochhauses im #Blasewitzer_Ring. Über Außen- und Innenangriff konnte der Brand schnell gelöscht werden. Nach Kontrolle- und Belüftung war der Einsatz von 42 Kräften der @Berliner_Fw nach 2h beendet. https://t.co/bgMCsUXoP3"
2021-09-06 17:23:22+00:00,111,Twitter for iPad,"#Brand in #Lichtenberg
Es brannte eine Küche im EG eines 12-gesch. Hochhauses in der #John_Sieg_Straße. Eine Frau und zwei Kinder kamen mit dem Rettungsdienst in eine Klinik. Der Brand war schnell gelöscht. Der Treppenraum wurde belüftet. Nach 2h Einsatzende für die @Berliner_Fw."
2021-09-06 14:04:32+00:00,105,dlvr.it,Berliner Feuerwehr- und Rettungsdienst Akademie (BFRA) https://t.co/RwFpx7wVER https://t.co/nq3Y9QoRuY
2021-09-06 13:49:03+00:00,129,Twitter for iPad,"#Brand in #Kreuzberg 
Wohnungsbrand in der #Willibald_Alexis_Straße im EG eines 4-gesch. Hinterhauses. Eine schwer verletzte Person wurde von der @Berliner_Fw gerettet, kam nach #Reanimation durch einen Notarzt in eine Spezialklinik. Brand gelöscht. 42 Kräfte waren 2h im Einsatz."
2021-09-06 07:25:24+00:00,115,Twitter for iPad,"#Update
Es brannten 2 Container mit Elektroschrott. Eine Brandausbreitung auf weitere Container konnte unter Einsatz von 3 C-Rohren, eines davon über eine Drehleiter, verhindert werden. Personen wurden nicht verletzt. #EstuK #GoodJob https://t.co/eKV4GMCJkU"
2021-09-06 06:32:45+00:00,165,Twitter for iPad,"Brand
#Brand in #Neukölln
 Aktuell brennt es in einem Recycling-Hof in der #Lahnstraße. Die Brandbekämpfung ist eingeleitet. Wir sind mit zur Zeit 28 Kräften im Einsatz. Update folgt..."
2021-09-05 11:58:19+00:00,136,Twitter Web App,"#Blaulichtfest im #Technikmuseum in #Kreuzberg  Gemeinsam mit @JUHBerlin zeigt die #Freiwillige_Feuerwehr Suarez die Rettung einer Verunfallten aus einem #PKW
Unter den Zuschauern auch @derInnensenator https://t.co/BLfVypaAL6"
2021-09-03 15:57:17+00:00,113,Twitter for iPad,"#Verkehrsunfall in #Buch 
Auf der #Wiltbergstraße/#Hobrechtsfelder_Chaussee kam es zu einem Unfall mit 3 PKWs, 3 Leichtverletzte wurden durch die RTWs in die Rettungsstellen gefahren. 22 Kräfte,darunter die #Freiwillige_Feuerwehr waren vor Ort. Die Straße ist wieder freigegeben. https://t.co/FesJg6bACw"
2021-09-02 08:30:00+00:00,80,Twitter Web App,"Beim Sport alles geben – ohne Rücksicht auf Verluste. Das kann schnell schief gehen. Achtet aufeinander und spielt fair. So vermeidet ihr Verletzungen und den Griff zum Notruf.  

Alle Infos zur Kampagne: https://t.co/T3A1xk7lM6

#112Berlin #WirRettenBerlin #BerlinerFeuerwehr https://t.co/1AlgPZM94X"
2021-09-01 05:50:05+00:00,156,Twitter for iPhone,Kabelbrand im Keller eines Hochhauses in #Wilhelmstadt. #Brand konnte schnell gelöscht werden. 5 Kinder und 4 Erwachsene zur Sicherheit mit einer Drehleiter ins Freie gebracht Keine Verletzten! Wir sind mit knapp 50 Kräften vor Ort. https://t.co/bP4cci8Q3Z
2021-08-31 08:30:00+00:00,109,Twitter Web App,"Durch ein rücksichtsvolles Miteinander kannst Du Notrufe vermeiden.
Hier ein paar Tipps.
Hast du auch noch welche parat?

Alle Infos zur Kampagne, Motive, Videos und Tipps gibt es unter https://t.co/T3A1xk7lM6

#112Berlin #WirRettenBerlin #BerlinerFeuerwehr https://t.co/P5z82c0Yn2"
